# r(kpc)                A2_0                    zh2                    phase2   A4_0                    zh4                    phase4   A6_0                     zh6                    phase6  
  4.92                  0.014478179784707765    2.264                  0.0      0.003232718665612116    2.239                  0.0      8.925722889995046E-4     2.264                  0.0     
  4.93                  0.014418379977786328    2.2685                 0.0      0.0032087420854141195   2.2435                 0.0      8.82609371234694E-4      2.2685                 0.0     
  4.94                  0.014358662407769155    2.273                  0.0      0.0031848410962279695   2.248                  0.0      8.727135488323226E-4     2.273                  0.0     
  4.95                  0.01429902796176499     2.2775                 0.0      0.0031610166521914783   2.2525                 0.0      8.62885061701673E-4      2.2775                 0.0     
  4.96                  0.01423947751953623     2.282                  0.0      0.0031372696915264453   2.257                  0.0      8.531241362526416E-4     2.282                  0.0     
  4.97                  0.014180011953528002    2.2864999999999998     0.0      0.0031136011365910654   2.2615                 0.0      8.434309855360934E-4     2.2864999999999998     0.0     
  4.98                  0.01412063212889733     2.291                  0.0      0.0030900118939338837   2.266                  0.0      8.338058093853103E-4     2.291                  0.0     
  4.99                  0.014061338903542183    2.2955                 0.0      0.003066502854349164    2.2705                 0.0      8.242487945584241E-4     2.2955                 0.0     
  5.0                   0.014002133128130227    2.3                    0.0      0.0030430748929335476   2.275                  0.0      8.147601148817564E-4     2.3                    0.0     
  5.01                  0.01394301564612773     2.3045                 0.0      0.003019728869144228    2.2795                 0.0      8.053399313941041E-4     2.3045                 0.0     
  5.0200000000000005    0.013883987293828079    2.309                  0.0      0.002996465626858311    2.2840000000000003     0.0      7.959883924918007E-4     2.309                  0.0     
  5.03                  0.013825048900380445    2.3135                 0.0      0.0029732859944336496   2.2885                 0.0      7.867056340746343E-4     2.3135                 0.0     
  5.04                  0.013766201287818112    2.318                  0.0      0.002950190784770842    2.293                  0.0      7.774917796924449E-4     2.318                  0.0     
  5.05                  0.013707445271086818    2.3225                 0.0      0.0029271807953765968   2.2975                 0.0      7.683469406924548E-4     2.3225                 0.0     
  5.0600000000000005    0.013648781658073055    2.327                  0.0      0.002904256808428352    2.302                  0.0      7.592712163672421E-4     2.327                  0.0     
  5.07                  0.013590211249632013    2.3315                 0.0      0.002881419590840026    2.3065                 0.0      7.502646941032732E-4     2.3315                 0.0     
  5.08                  0.013531734839615747    2.336                  0.0      0.002858669894329132    2.311                  0.0      7.413274495300452E-4     2.336                  0.0     
  5.09                  0.013473353214900913    2.3405                 0.0      0.0028360084554849307   2.3155                 0.0      7.324595466696716E-4     2.3405                 0.0     
  5.1000000000000005    0.01341506715541662     2.345                  0.0      0.0028134359958378384   2.3200000000000003     0.0      7.236610380869679E-4     2.345                  0.0     
  5.11                  0.01335687743417217     2.3495                 0.0      0.0027909532219299797   2.3245                 0.0      7.149319650399469E-4     2.3495                 0.0     
  5.12                  0.013298784817284475    2.354                  0.0      0.0027685608253867804   2.329                  0.0      7.062723576306488E-4     2.354                  0.0     
  5.13                  0.013240790064005714    2.3585                 0.0      0.0027462594829897806   2.3335                 0.0      6.976822349563497E-4     2.3585                 0.0     
  5.14                  0.013182893926750544    2.3629999999999995     0.0      0.0027240498567503973   2.3379999999999996     0.0      6.891616052609968E-4     2.3629999999999995     0.0     
  5.15                  0.013125097151123429    2.3675                 0.0      0.0027019325939848337   2.3425000000000002     0.0      6.807104660869207E-4     2.3675                 0.0     
  5.16                  0.013067400475945862    2.372                  0.0      0.0026799083273900196   2.347                  0.0      6.723288044267398E-4     2.372                  0.0     
  5.17                  0.013009804633283321    2.3765                 0.0      0.002657977675120479    2.3515                 0.0      6.640165968753905E-4     2.3765                 0.0     
  5.18                  0.012952310348472358    2.381                  0.0      0.0026361412408663193   2.356                  0.0      6.5577380978232E-4       2.381                  0.0     
  5.19                  0.01289491834014733     2.3855                 0.0      0.002614399613932055    2.3605                 0.0      6.47600399403699E-4      2.3855                 0.0     
